Time,Total Motor Energy
81.552,31747.756
81.576,31750.496
81.600,31753.240
81.624,31755.988
81.648,31758.738
81.672,31761.490
81.696,31764.248
81.720,31767.006
81.744,31769.770
81.768,31772.535
81.792,31775.303
81.816,31778.074
81.840,31780.850
81.864,31783.629
81.888,31786.412
81.912,31789.197
81.936,31791.986
81.960,31794.779
81.984,31797.576
82.008,31800.375
82.032,31803.178
82.056,31805.982
82.080,31808.793
82.104,31811.605
82.128,31814.420
82.152,31817.240
82.176,31820.061
82.200,31822.871
82.224,31825.688
82.248,31828.547
82.272,31831.674
82.296,31835.277
82.320,31839.863
82.344,31845.801
82.368,31852.936
82.392,31861.332
82.416,31870.477
82.440,31879.816
82.464,31889.084
82.488,31898.230
82.512,31907.344
82.536,31916.412
82.560,31925.438
82.584,31934.428
82.608,31943.379
82.632,31952.289
82.656,31961.162
82.680,31969.996
82.704,31978.791
82.728,31987.551
82.752,31996.271
82.776,32004.953
82.800,32013.602
82.824,32022.213
82.848,32030.785
82.872,32039.324
82.896,32047.826
82.920,32056.291
82.944,32064.721
82.968,32073.115
82.992,32081.475
83.016,32089.799
83.040,32098.088
83.064,32106.342
83.088,32114.564
83.112,32122.750
83.136,32130.896
83.160,32139.012
83.184,32147.092
83.208,32155.160
83.232,32163.201
83.256,32171.150
83.280,32178.918
83.304,32186.430
83.328,32194.484
83.352,32202.809
83.376,32211.010
83.400,32218.908
83.424,32226.795
83.448,32234.734
83.472,32242.742
83.496,32250.805
83.520,32258.918
83.544,32267.086
83.568,32275.307
83.592,32283.580
83.616,32291.908
83.640,32300.291
83.664,32308.723
83.688,32317.197
83.712,32325.711
83.736,32334.264
83.760,32342.854
83.784,32351.479
83.808,32360.143
83.832,32368.842
83.856,32377.574
83.880,32386.348
83.904,32395.154
83.928,32403.996
83.952,32412.875
83.976,32421.787
84.000,32430.734
84.024,32439.717
84.048,32448.736
84.072,32457.787
84.096,32466.871
84.120,32475.984
84.144,32485.127
84.168,32494.303
84.192,32503.508
84.216,32512.742
84.240,32522.010
84.264,32531.307
84.288,32540.633
84.312,32549.992
84.336,32559.381
84.360,32568.799
84.384,32578.252
84.408,32587.730
84.432,32597.242
84.456,32606.785
84.480,32616.357
84.504,32625.973
84.528,32635.617
84.552,32645.287
84.576,32654.982
84.600,32664.707
84.624,32674.455
84.648,32684.230
84.672,32694.035
84.696,32703.867
84.720,32713.725
84.744,32723.611
84.768,32733.525
84.792,32743.467
84.816,32753.439
84.840,32763.438
84.864,32773.465
84.888,32783.523
84.912,32793.609
84.936,32803.727
84.960,32813.871
84.984,32824.047
85.008,32834.250
85.032,32844.477
85.056,32854.734
85.080,32865.012
85.104,32875.324
85.128,32885.664
85.152,32896.027
85.176,32906.426
85.200,32916.852
85.224,32927.305
85.248,32937.793
85.272,32948.309
85.296,32958.852
85.320,32969.426
85.344,32980.027
85.368,32990.656
85.392,33001.316
85.416,33012.012
85.440,33022.730
85.464,33033.488
85.488,33044.273
85.512,33055.094
85.536,33065.949
85.560,33076.840
85.584,33087.758
85.608,33098.715
85.632,33109.711
85.656,33120.969
85.680,33133.063
85.704,33146.258
85.728,33159.164
85.752,33169.922
85.776,33178.406
85.800,33185.355
85.824,33191.871
85.848,33198.387
85.872,33205.016
85.896,33211.605
85.920,33218.172
85.944,33224.699
85.968,33231.184
85.992,33237.629
86.016,33244.031
86.040,33250.387
86.064,33256.703
86.088,33262.996
86.112,33269.098
86.136,33274.215
86.160,33277.219
86.184,33278.844
86.208,33280.090
86.232,33282.090
86.256,33283.820
86.280,33284.648
86.304,33284.875
86.328,33284.984
86.352,33285.055
86.376,33285.098
86.400,33285.109
86.424,33285.109
86.448,33285.109
86.472,33285.109
86.496,33285.109
86.520,33285.109
86.544,33285.109
86.568,33285.109
86.592,33285.109
86.616,33285.109
86.640,33285.109
86.664,33285.109
86.688,33285.109
86.712,33285.109
86.736,33285.109
86.760,33285.109
86.784,33285.109
86.808,33285.109
86.832,33285.109
86.856,33285.109
86.880,33285.109
86.904,33285.109
86.928,33285.109
86.952,33285.109
86.976,33285.109
87.000,33285.109
87.024,33285.109
87.048,33285.109
87.072,33285.109
87.096,33285.109
87.120,33285.109
87.144,33285.109
87.168,33285.109
87.192,33285.109
87.216,33285.109
87.240,33285.109
87.264,33285.109
87.288,33285.109
87.312,33285.109
87.336,33285.109
87.360,33285.109
87.384,33285.109
87.408,33285.109
87.432,33285.109
87.456,33285.109
87.480,33285.109
87.504,33285.109
87.528,33285.109
87.552,33285.109
87.576,33285.109
87.600,33285.109
87.624,33285.109
87.648,33285.109
87.672,33285.109
87.696,33285.109
87.720,33285.109
87.744,33285.109
87.768,33285.109
87.792,33285.109
87.816,33285.109
87.840,33285.109
87.864,33285.109
87.888,33285.109
87.912,33285.109
87.936,33285.109
87.960,33285.109
87.984,33285.109
88.008,33285.109
88.032,33285.109
88.056,33285.109
88.080,33285.109
88.104,33285.109
88.128,33285.109
88.152,33285.109
88.176,33285.109
88.200,33285.109
88.224,33285.109
88.248,33285.109
88.272,33285.109
88.296,33285.109
88.320,33285.109
88.344,33285.109
88.368,33285.109
88.392,33285.109
88.416,33285.109
88.440,33285.109
88.464,33285.109
88.488,33285.109
88.512,33285.109
88.536,33285.109
88.560,33285.109
88.584,33285.109
88.608,33285.109
88.632,33285.109
88.656,33285.109
88.680,33285.109
88.704,33285.109
88.728,33285.109
88.752,33285.109
88.776,33285.109
88.800,33285.109
88.824,33285.109
88.848,33285.109
88.872,33285.109
88.896,33285.109
88.920,33285.109
88.944,33285.109
88.968,33285.109
88.992,33285.109
89.016,33285.109
89.040,33285.109
89.064,33285.109
89.088,33285.109
89.112,33285.109
89.136,33285.109
89.160,33285.109
89.184,33285.109
89.208,33285.109
89.232,33285.164
89.256,33285.277
89.280,33285.445
89.304,33285.676
89.328,33285.969
89.352,33286.328
89.376,33286.754
89.400,33287.254
89.424,33287.820
89.448,33288.465
89.472,33289.191
89.496,33289.992
89.520,33290.867
89.544,33291.809
89.568,33292.813
89.592,33293.875
89.616,33295.000
89.640,33296.188
89.664,33297.441
89.688,33298.762
89.712,33300.141
89.736,33301.594
89.760,33303.109
89.784,33304.695
89.808,33306.352
89.832,33308.074
89.856,33309.863
89.880,33311.723
89.904,33313.652
89.928,33315.648
89.952,33317.711
89.976,33319.848
90.000,33322.055
90.024,33324.336
90.048,33326.684
90.072,33329.109
90.096,33331.605
90.120,33334.176
90.144,33336.824
90.168,33339.547
90.192,33342.344
90.216,33345.219
90.240,33348.176
90.264,33351.211
90.288,33354.313
90.312,33357.488
90.336,33360.727
90.360,33364.035
90.384,33367.406
90.408,33370.836
90.432,33374.336
90.456,33377.898
90.480,33381.523
90.504,33385.211
90.528,33388.957
90.552,33392.770
90.576,33396.645
90.600,33400.578
90.624,33404.574
90.648,33408.633
90.672,33412.750
90.696,33416.941
90.720,33421.184
90.744,33425.473
90.768,33429.797
90.792,33434.164
90.816,33438.566
90.840,33443.004
90.864,33447.477
90.888,33451.980
90.912,33456.516
90.936,33461.078
90.960,33465.668
90.984,33470.281
91.008,33474.918
91.032,33479.570
91.056,33484.234
91.080,33488.875
91.104,33493.512
91.128,33498.066
91.152,33501.477
91.176,33503.426
91.200,33503.426
91.224,33503.426
91.248,33503.426
91.272,33505.090
91.296,33508.887
91.320,33512.309
91.344,33515.141
91.368,33517.512
91.392,33519.758
91.416,33521.988
91.440,33524.219
91.464,33526.449
91.488,33528.680
91.512,33530.910
91.536,33533.137
91.560,33535.371
91.584,33537.605
91.608,33539.852
91.632,33542.102
91.656,33544.355
91.680,33546.621
91.704,33548.891
91.728,33551.168
91.752,33553.332
91.776,33554.773
91.800,33555.273
91.824,33557.410
91.848,33567.578
91.872,33583.645
91.896,33600.105
91.920,33611.133
91.944,33616.496
91.968,33616.496
91.992,33616.496
92.016,33616.496
92.040,33617.355
92.064,33630.191
92.088,33659.238
92.112,33689.191
92.136,33705.707
92.160,33714.199
92.184,33721.258
92.208,33727.910
92.232,33734.219
92.256,33740.184
92.280,33745.902
92.304,33751.285
92.328,33756.340
92.352,33761.063
92.376,33765.445
92.400,33769.504
92.424,33773.234
92.448,33776.633
92.472,33779.711
92.496,33782.465
92.520,33785.207
92.544,33787.523
92.568,33789.539
92.592,33791.246
92.616,33792.645
92.640,33793.746
92.664,33794.539
92.688,33794.840
92.712,33794.859
92.736,33794.859
92.760,33794.859
92.784,33794.859
92.808,33794.859
92.832,33794.859
92.856,33794.859
92.880,33794.859
92.904,33794.859
92.928,33794.859
92.952,33794.859
92.976,33803.789
93.000,33830.223
93.024,33862.070
93.048,33888.563
93.072,33908.055
93.096,33926.445
93.120,33943.848
93.144,33960.926
93.168,33977.738
93.192,33994.273
93.216,34010.535
93.240,34026.523
93.264,34042.234
93.288,34057.668
93.312,34072.836
93.336,34087.727
93.360,34102.348
93.384,34116.684
93.408,34130.746
93.432,34144.543
93.456,34158.309
93.480,34161.613
93.504,34161.613
93.528,34161.613
93.552,34162.727
93.576,34166.488
93.600,34174.859
93.624,34183.508
93.648,34189.012
93.672,34192.914
93.696,34196.488
93.720,34200.102
93.744,34203.742
93.768,34207.422
93.792,34211.133
93.816,34214.879
93.840,34218.660
93.864,34222.480
93.888,34226.336
93.912,34230.230
93.936,34234.168
93.960,34238.148
93.984,34242.184
94.008,34246.270
94.032,34250.402
94.056,34254.582
94.080,34258.816
94.104,34263.098
94.128,34267.430
94.152,34271.813
94.176,34276.238
94.200,34280.719
94.224,34285.250
94.248,34289.828
94.272,34294.457
94.296,34299.133
94.320,34303.852
94.344,34308.613
94.368,34313.422
94.392,34318.266
94.416,34323.160
94.440,34328.102
94.464,34333.090
94.488,34338.121
94.512,34343.203
94.536,34348.324
94.560,34353.496
94.584,34358.711
94.608,34363.969
94.632,34369.277
94.656,34374.629
94.680,34380.023
94.704,34385.465
94.728,34390.945
94.752,34396.445
94.776,34401.977
94.800,34407.539
94.824,34413.133
94.848,34418.766
94.872,34424.434
94.896,34430.137
94.920,34435.879
94.944,34441.664
94.968,34447.469
94.992,34453.281
95.016,34459.473
95.040,34466.133
95.064,34472.887
95.088,34478.613
95.112,34483.035
95.136,34486.199
95.160,34488.699
95.184,34491.000
95.208,34493.262
95.232,34495.523
95.256,34497.781
95.280,34500.035
95.304,34502.281
95.328,34504.523
95.352,34506.766
95.376,34508.996
95.400,34511.227
95.424,34513.449
95.448,34515.668
95.472,34517.883
95.496,34520.090
95.520,34522.297
95.544,34524.496
95.568,34526.688
95.592,34528.879
95.616,34531.063
95.640,34533.242
95.664,34535.418
95.688,34537.590
95.712,34539.758
95.736,34541.918
95.760,34544.074
95.784,34546.227
95.808,34548.375
95.832,34550.512
95.856,34552.648
95.880,34554.777
95.904,34556.895
95.928,34559.004
95.952,34561.141
95.976,34563.289
96.000,34565.465
96.024,34567.586
96.048,34570.344
96.072,34573.949
96.096,34578.398
96.120,34583.309
96.144,34588.953
96.168,34595.070
96.192,34601.316
96.216,34607.598
96.240,34613.902
96.264,34620.238
96.288,34626.602
96.312,34632.996
96.336,34639.418
96.360,34645.863
96.384,34652.332
96.408,34658.820
96.432,34665.320
96.456,34671.836
96.480,34678.359
96.504,34684.887
96.528,34691.418
96.552,34697.949
96.576,34704.477
96.600,34710.996
96.624,34717.504
96.648,34723.996
96.672,34730.469
96.696,34736.926
96.720,34743.355
96.744,34749.762
96.768,34756.137
96.792,34762.484
96.816,34768.797
96.840,34775.074
96.864,34781.313
96.888,34787.516
96.912,34793.680
96.936,34799.801
96.960,34805.887
96.984,34811.859
97.008,34817.738
97.032,34822.898
97.056,34826.023
97.080,34826.625
97.104,34826.625
97.128,34826.789
97.152,34826.945
97.176,34827.223
97.200,34827.609
97.224,34828.070
97.248,34828.602
97.272,34829.199
97.296,34829.875
97.320,34830.629
97.344,34831.457
97.368,34832.375
97.392,34833.379
97.416,34834.473
97.440,34835.664
97.464,34836.961
97.488,34838.359
97.512,34839.871
97.536,34841.508
97.560,34843.254
97.584,34845.117
97.608,34847.078
97.632,34849.137
97.656,34851.293
97.680,34853.551
97.704,34855.910
97.728,34858.367
97.752,34860.930
97.776,34863.598
97.800,34866.367
97.824,34869.246
97.848,34872.234
97.872,34875.336
97.896,34878.547
97.920,34881.875
97.944,34885.320
97.968,34888.883
97.992,34892.566
98.016,34896.371
98.040,34900.297
98.064,34904.348
98.088,34908.531
98.112,34912.844
98.136,34917.289
98.160,34921.871
98.184,34926.598
98.208,34931.457
98.232,34936.461
98.256,34941.598
98.280,34946.879
98.304,34952.301
98.328,34957.867
98.352,34963.586
98.376,34969.449
98.400,34975.469
98.424,34981.652
98.448,34987.984
98.472,34994.469
98.496,35000.656
98.520,35003.855
98.544,35006.094
98.568,35008.766
98.592,35013.340
98.616,35018.844
98.640,35025.023
98.664,35031.188
98.688,35037.406
98.712,35043.531
98.736,35049.551
98.760,35055.719
98.784,35062.121
98.808,35068.793
98.832,35075.777
98.856,35083.125
98.880,35090.902
98.904,35099.199
98.928,35108.105
98.952,35117.777
98.976,35128.398
99.000,35140.203
99.024,35153.609
99.048,35169.121
99.072,35187.453
99.096,35209.797
99.120,35237.223
99.144,35269.309
99.168,35302.289
99.192,35328.203
99.216,35343.723
99.240,35351.664
99.264,35357.723
99.288,35363.988
99.312,35370.691
99.336,35377.672
99.360,35384.719
99.384,35391.742
99.408,35398.648
99.432,35405.402
99.456,35412.020
99.480,35418.480
99.504,35424.785
99.528,35430.949
99.552,35436.980
99.576,35442.887
99.600,35448.668
99.624,35454.215
99.648,35459.223
99.672,35463.949
99.696,35468.535
99.720,35472.492
99.744,35478.031
99.768,35483.980
99.792,35489.277
99.816,35496.023
99.840,35505.914
99.864,35515.414
99.888,35524.523
99.912,35532.996
99.936,35541.441
99.960,35549.816
99.984,35558.160
100.008,35566.477
100.032,35574.770
100.056,35583.027
100.080,35591.262
100.104,35599.469
100.128,35607.645
100.152,35615.793
100.176,35623.914
100.200,35632.004
100.224,35640.066
100.248,35648.102
100.272,35656.102
100.296,35664.078
100.320,35672.027
100.344,35679.945
100.368,35687.836
100.392,35695.695
100.416,35703.523
100.440,35711.320
100.464,35719.090
100.488,35726.828
100.512,35734.535
100.536,35742.211
100.560,35749.855
100.584,35757.473
100.608,35765.059
100.632,35772.613
100.656,35780.137
100.680,35787.629
100.704,35794.465
100.728,35799.125
100.752,35803.074
100.776,35812.598
100.800,35825.910
100.824,35834.902
100.848,35835.543
100.872,35836.063
100.896,35836.324
100.920,35836.445
100.944,35836.445
100.968,35836.445
100.992,35836.445
101.016,35836.445
101.040,35836.445
101.064,35836.445
101.088,35836.445
101.112,35836.445
101.136,35836.445
101.160,35836.445
101.184,35837.930
101.208,35846.977
101.232,35858.016
101.256,35868.117
101.280,35877.723
101.304,35887.316
101.328,35896.859
101.352,35906.387
101.376,35915.902
101.400,35925.406
101.424,35934.891
101.448,35944.363
101.472,35953.820
101.496,35963.258
101.520,35972.688
101.544,35982.098
101.568,35991.492
101.592,36000.875
101.616,36010.242
101.640,36019.590
101.664,36028.926
101.688,36038.242
101.712,36047.547
101.736,36056.836
101.760,36066.105
101.784,36075.375
101.808,36084.621
101.832,36093.855
101.856,36103.070
101.880,36112.270
101.904,36121.449
101.928,36130.617
101.952,36139.766
101.976,36148.898
102.000,36158.012
102.024,36167.109
102.048,36176.191
102.072,36185.258
102.096,36194.305
102.120,36203.336
102.144,36212.348
102.168,36221.340
102.192,36230.313
102.216,36239.270
102.240,36248.211
102.264,36257.129
102.288,36266.031
102.312,36274.918
102.336,36283.785
102.360,36292.633
102.384,36301.465
102.408,36310.277
102.432,36319.070
102.456,36327.848
102.480,36336.605
102.504,36345.344
102.528,36354.059
102.552,36362.754
102.576,36371.430
102.600,36380.004
102.624,36388.430
102.648,36396.484
102.672,36404.070
102.696,36411.051
102.720,36418.188
102.744,36424.871
102.768,36430.770
102.792,36436.262
102.816,36441.750
102.840,36447.258
102.864,36452.766
102.888,36458.270
102.912,36463.773
102.936,36469.270
102.960,36474.766
102.984,36480.258
103.008,36485.746
103.032,36491.230
103.056,36496.715
103.080,36502.195
103.104,36507.676
103.128,36513.152
103.152,36518.625
103.176,36524.094
103.200,36529.563
103.224,36535.027
103.248,36540.492
103.272,36545.953
103.296,36551.410
103.320,36556.867
103.344,36562.320
103.368,36567.773
103.392,36573.227
103.416,36578.676
103.440,36584.121
103.464,36589.566
103.488,36595.012
103.512,36600.453
103.536,36605.891
103.560,36611.328
103.584,36616.766
103.608,36622.199
103.632,36627.633
103.656,36633.063
103.680,36638.496
103.704,36643.922
103.728,36649.352
103.752,36654.781
103.776,36660.203
103.800,36665.629
103.824,36671.051
103.848,36676.473
103.872,36681.895
103.896,36687.316
103.920,36692.734
103.944,36698.152
103.968,36703.570
103.992,36708.984
104.016,36714.402
104.040,36719.816
104.064,36725.234
104.088,36730.648
104.112,36736.063
104.136,36741.480
104.160,36746.895
104.184,36752.309
104.208,36757.727
104.232,36763.141
104.256,36768.555
104.280,36773.969
104.304,36779.383
104.328,36784.797
104.352,36790.215
104.376,36795.629
104.400,36801.043
104.424,36806.461
104.448,36811.879
104.472,36817.293
104.496,36822.715
104.520,36828.133
104.544,36833.555
104.568,36838.977
104.592,36844.398
104.616,36849.824
104.640,36855.246
104.664,36860.672
104.688,36866.098
104.712,36871.527
104.736,36876.953
104.760,36882.383
104.784,36887.816
104.808,36893.246
104.832,36898.684
104.856,36904.117
104.880,36909.555
104.904,36914.996
104.928,36920.438
104.952,36925.879
104.976,36931.324
105.000,36936.770
105.024,36942.215
105.048,36947.664
105.072,36953.117
105.096,36958.570
105.120,36964.027
105.144,36969.484
105.168,36974.945
105.192,36980.410
105.216,36985.879
105.240,36991.348
105.264,36996.820
105.288,37002.293
105.312,37007.770
105.336,37013.254
105.360,37018.734
105.384,37024.223
105.408,37029.711
105.432,37035.203
105.456,37040.699
105.480,37046.199
105.504,37051.699
105.528,37057.207
105.552,37062.719
105.576,37068.230
105.600,37073.750
105.624,37079.273
105.648,37084.805
105.672,37090.336
105.696,37095.871
105.720,37101.414
105.744,37106.957
105.768,37112.508
105.792,37118.059
105.816,37123.617
105.840,37129.180
105.864,37134.750
105.888,37140.320
105.912,37145.902
105.936,37151.484
105.960,37157.070
105.984,37162.664
106.008,37168.262
106.032,37173.863
106.056,37179.473
106.080,37185.086
106.104,37190.707
106.128,37196.332
106.152,37201.965
106.176,37207.602
106.200,37213.246
106.224,37218.895
106.248,37224.551
106.272,37230.215
106.296,37235.891
106.320,37241.566
106.344,37247.254
106.368,37252.945
106.392,37258.645
106.416,37264.352
106.440,37270.066
106.464,37275.785
106.488,37281.516
106.512,37287.254
106.536,37292.996
106.560,37298.750
106.584,37304.512
106.608,37310.277
106.632,37316.055
106.656,37321.840
106.680,37327.629
106.704,37333.434
106.728,37339.242
106.752,37345.059
106.776,37350.887
106.800,37356.723
106.824,37362.566
106.848,37368.426
106.872,37374.289
106.896,37380.164
106.920,37386.055
106.944,37391.949
106.968,37397.859
106.992,37403.777
107.016,37409.707
107.040,37415.645
107.064,37421.598
107.088,37427.559
107.112,37433.527
107.136,37439.512
107.160,37445.508
107.184,37451.520
107.208,37457.543
107.232,37463.574
107.256,37469.621
107.280,37475.680
107.304,37481.750
107.328,37487.832
107.352,37493.930
107.376,37500.035
107.400,37506.156
107.424,37511.840
107.448,37515.332
107.472,37515.719
107.496,37515.770
107.520,37516.277
107.544,37520.613
107.568,37527.387
107.592,37533.395
107.616,37537.402
107.640,37541.051
107.664,37544.434
107.688,37547.777
107.712,37551.086
107.736,37554.367
107.760,37557.613
107.784,37560.832
107.808,37564.023
107.832,37567.180
107.856,37570.313
107.880,37573.414
107.904,37576.488
107.928,37579.535
107.952,37582.555
107.976,37585.547
108.000,37588.512
108.024,37591.453
108.048,37594.367
108.072,37597.254
108.096,37600.117
108.120,37602.957
108.144,37605.770
108.168,37608.563
108.192,37611.324
108.216,37614.066
108.240,37616.781
108.264,37619.477
108.288,37622.152
108.312,37624.801
108.336,37627.430
108.360,37630.039
108.384,37632.625
108.408,37635.191
108.432,37637.738
108.456,37640.262
108.480,37642.766
108.504,37645.258
108.528,37647.727
108.552,37650.180
108.576,37652.617
108.600,37655.031
108.624,37657.430
108.648,37659.813
108.672,37662.176
108.696,37664.520
108.720,37666.844
108.744,37669.156
108.768,37671.441
108.792,37673.707
108.816,37675.961
108.840,37678.199
108.864,37680.422
108.888,37682.629
108.912,37684.820
108.936,37687.000
108.960,37689.160
108.984,37691.309
109.008,37693.441
109.032,37695.559
109.056,37697.664
109.080,37699.758
109.104,37701.836
109.128,37703.902
109.152,37705.953
109.176,37707.996
109.200,37710.023
109.224,37712.039
109.248,37714.043
109.272,37716.035
109.296,37718.016
109.320,37719.980
109.344,37721.945
109.368,37723.898
109.392,37725.840
109.416,37727.770
109.440,37729.688
109.464,37731.598
109.488,37733.500
109.512,37735.387
109.536,37737.270
109.560,37739.137
109.584,37741.000
109.608,37742.848
109.632,37744.691
109.656,37746.520
109.680,37748.340
109.704,37750.152
109.728,37751.957
109.752,37753.754
109.776,37755.543
109.800,37757.320
109.824,37759.094
109.848,37760.859
109.872,37762.617
109.896,37764.367
109.920,37766.109
109.944,37767.844
109.968,37769.574
109.992,37771.297
110.016,37773.016
110.040,37774.727
110.064,37776.434
110.088,37778.133
110.112,37779.828
110.136,37781.516
110.160,37783.195
110.184,37784.871
110.208,37786.543
110.232,37788.207
110.256,37789.863
110.280,37791.516
110.304,37793.164
110.328,37794.809
110.352,37796.445
110.376,37798.082
110.400,37799.715
110.424,37801.340
110.448,37802.965
110.472,37804.582
110.496,37806.195
110.520,37807.809
110.544,37809.414
110.568,37811.020
110.592,37812.621
110.616,37814.219
110.640,37815.816
110.664,37817.410
110.688,37819.004
110.712,37820.594
110.736,37822.180
110.760,37823.766
110.784,37825.348
110.808,37826.930
110.832,37828.508
110.856,37830.082
110.880,37831.656
110.904,37833.230
110.928,37834.805
110.952,37836.375
110.976,37837.949
111.000,37839.520
111.024,37841.090
111.048,37842.656
111.072,37844.227
111.096,37845.793
111.120,37847.363
111.144,37848.930
111.168,37850.496
111.192,37852.063
111.216,37853.629
111.240,37855.199
111.264,37856.770
111.288,37858.340
111.312,37859.910
111.336,37861.480
111.360,37863.055
111.384,37864.629
111.408,37866.207
111.432,37867.781
111.456,37869.359
111.480,37870.387
111.504,37870.387
111.528,37870.387
111.552,37870.805
111.576,37874.965
111.600,37887.320
111.624,37905.445
111.648,37920.699
111.672,37935.828
111.696,37949.961
111.720,37964.023
111.744,37978.059
111.768,37992.074
111.792,38006.066
111.816,38020.043
111.840,38034.000
111.864,38047.938
111.888,38061.871
111.912,38075.785
111.936,38089.695
111.960,38103.574
111.984,38117.445
112.008,38131.309
112.032,38145.172
112.056,38159.043
112.080,38172.910
112.104,38186.785
112.128,38200.664
112.152,38214.555
112.176,38228.457
112.200,38242.371
112.224,38256.297
112.248,38270.250
112.272,38284.219
112.296,38298.211
112.320,38312.203
112.344,38326.223
112.368,38340.270
112.392,38354.348
112.416,38368.465
112.440,38382.621
112.464,38396.813
112.488,38411.047
112.512,38425.340
112.536,38439.676
112.560,38454.066
112.584,38468.488
112.608,38482.965
112.632,38497.504
112.656,38512.105
112.680,38526.793
112.704,38541.551
112.728,38556.383
112.752,38571.277
112.776,38586.254
112.800,38601.320
112.824,38616.461
112.848,38631.699
112.872,38647.039
112.896,38662.473
112.920,38678.020
112.944,38693.684
112.968,38709.480
112.992,38725.406
113.016,38741.473
113.040,38757.695
113.064,38771.813
113.088,38779.035
113.112,38782.836
113.136,38787.371
113.160,38793.246
113.184,38801.426
113.208,38810.445
113.232,38819.602
113.256,38829.324
113.280,38838.707
113.304,38847.969
113.328,38857.234
113.352,38866.461
113.376,38875.688
113.400,38884.918
113.424,38894.152
113.448,38903.387
113.472,38912.625
113.496,38921.867
113.520,38931.121
113.544,38940.379
113.568,38949.633
113.592,38958.887
113.616,38968.145
113.640,38977.402
113.664,38986.660
113.688,38995.922
113.712,39005.180
113.736,39014.441
113.760,39023.703
113.784,39032.965
113.808,39042.227
113.832,39051.492
113.856,39060.758
113.880,39070.023
113.904,39079.289
113.928,39088.316
113.952,39095.926
113.976,39101.082
114.000,39104.000
114.024,39105.660
114.048,39106.680
114.072,39107.262
114.096,39107.629
114.120,39107.922
114.144,39108.195
114.168,39108.484
114.216,39109.063
115.551,39109.063
115.584,39109.063
115.608,39128.590
115.632,39130.027
115.656,39136.637
115.680,39149.176
115.704,39161.242
115.728,39172.254
115.752,39182.703
115.776,39193.160
115.800,39203.609
115.824,39214.066
115.848,39224.535
115.872,39235.008
115.896,39245.492
115.920,39255.984
115.944,39266.484
115.968,39276.996
115.992,39287.516
116.016,39298.043
116.040,39308.582
116.064,39319.133
116.088,39329.699
116.112,39340.273
116.136,39350.855
116.160,39361.445
116.184,39372.039
116.208,39382.641
116.232,39393.250
116.256,39403.867
116.280,39414.496
116.304,39425.129
116.328,39435.766
116.352,39446.418
116.376,39457.074
116.400,39467.738
116.424,39478.414
116.448,39489.102
116.472,39499.793
116.496,39510.496
116.520,39521.199
116.544,39531.832
116.568,39541.898
116.592,39550.527
116.616,39558.320
116.640,39566.398
116.664,39575.125
116.688,39583.563
116.712,39591.348
116.736,39598.320
116.760,39604.906
116.784,39611.391
116.808,39617.813
116.832,39624.203
116.856,39630.574
116.880,39636.926
116.904,39643.242
116.928,39649.531
116.952,39655.793
116.976,39662.023
117.000,39668.277
117.024,39674.477
117.048,39680.633
117.072,39686.758
117.096,39692.836
117.120,39698.871
117.144,39704.867
117.168,39710.813
117.192,39716.703
117.216,39722.547
117.240,39728.340
117.264,39734.070
117.288,39739.746
117.312,39745.379
117.336,39750.941
117.360,39756.449
117.384,39761.891
117.408,39767.258
117.432,39772.563
117.456,39777.797
117.480,39782.953
117.504,39788.039
117.528,39793.051
117.552,39797.980
117.576,39802.809
117.600,39807.551
117.624,39812.219
117.648,39816.809
117.672,39821.316
117.696,39825.742
117.720,39830.094
117.744,39834.359
117.768,39838.543
117.792,39842.652
117.816,39846.676
117.840,39850.617
117.864,39854.496
117.888,39858.289
117.912,39862.004
117.936,39865.645
117.960,39869.207
117.984,39872.688
118.008,39876.098
118.032,39879.426
118.056,39882.680
118.080,39885.863
118.104,39888.969
118.128,39892.000
118.152,39894.945
118.176,39897.820
118.200,39900.621
118.224,39903.359
118.248,39906.027
118.272,39908.629
118.296,39911.168
118.320,39913.641
118.344,39916.047
118.368,39918.398
118.392,39920.684
118.416,39922.906
118.440,39925.074
118.464,39927.168
118.488,39929.211
118.512,39931.195
118.536,39933.125
118.560,39934.996
118.584,39936.820
118.608,39938.590
118.632,39940.305
118.656,39941.969
118.680,39943.586
118.704,39945.148
118.728,39946.668
118.752,39948.137
118.776,39949.559
118.800,39950.973
118.824,39952.332
118.848,39953.645
118.872,39954.918
118.896,39956.145
118.920,39957.332
118.944,39958.477
118.968,39959.582
118.992,39960.645
119.016,39961.668
119.040,39962.652
119.064,39963.598
119.088,39964.504
119.112,39965.375
119.136,39966.207
119.160,39967.008
119.184,39967.758
119.208,39968.473
119.232,39969.156
119.256,39969.805
119.280,39970.422
119.304,39971.004
119.328,39971.559
119.352,39972.078
119.376,39972.566
119.400,39973.027
119.424,39973.457
119.448,39973.855
119.472,39974.227
119.496,39974.566
119.520,39974.875
119.544,39975.156
119.568,39975.410
119.592,39975.641
119.616,39975.848
119.640,39976.027
119.664,39976.180
119.688,39976.301
119.712,39976.402
119.736,39976.473
119.760,39976.520
119.784,39976.539
119.808,39976.539
119.832,39976.539
119.856,39976.539
119.880,39976.539
119.904,39976.539
119.928,39976.539
119.952,39976.539
119.976,39976.539
120.000,39976.539
120.024,39976.539
120.048,39976.539
120.072,39976.539
120.096,39976.539
120.120,39976.539
120.144,39976.539
120.168,39976.539
